Date,Gold,Silver,ETH,BTC,LTC,ZEC,Paladium,Platine,BNP Paribas,Crédit Agricole,Société Générale,Natixis,Hermes,Kering,LVMH
2018-01-03,0.0013711151736746,0.0038100820633061,0.14053791939844,0.10051604218084,0.018383014454507,0.068466326997828,0.011204481792717,0.0074706510138741,-0.005743458838545,0.0050215208034434,0.0023124060585039,0.0090497737556562,-0.0085240017945267,-0.019132653061224,-0.017504579686546
2018-01-04,-0.00068461889548141,0.00029197080291965,0.097221898660454,0.029595650696568,-0.049412526870638,0.020624196504281,0.013850415512465,0.0095338983050848,0.0062580231065469,0.016059957173448,0.009689698927212,0.010762331838565,0.0058823529411765,0.016905071521456,0.014087424901595
2018-01-05,0.0031970769582097,0.0014594279042617,-0.0029618934886117,0.0012210818124814,-0.026393234410334,-0.023280536720893,-0.0018214936247723,0.010493179433368,0.022803380641046,0.036178433438707,0.021135610647778,0.024253179532683,-0.0026990553306344,0.019181585677749,0.004902962206333
2018-01-08,0.00068290462098783,0.00087438064704171,0.11128261302529,-0.057931355710169,0.035327934722136,0.15004497156882,0.0,0.004153686396677,0.0023386342376053,0.0081355932203389,0.015887223092414,-0.00086630089517762,0.0099233198015337,0.0090338770388959,0.0032526936369181
2018-01-09,-0.0029193205944798,-0.0066977285963892,0.010977194318742,-0.077933314792497,0.011941367883691,-0.087083026796307,0.0063868613138686,-0.0051706308169597,0.0068439881785658,0.0010087424344318,-0.0035242290748898,-0.0028901734104046,-0.00022331397945516,-0.009947774185526,0.0010131712259372
2018-01-11,-0.0013619339462037,-0.0072950102130143,-0.029217755703865,0.030180460485376,-0.015326234041301,0.069554418184555,-0.015468607825296,0.0134994807892,0.028734744322571,0.020826335236816,0.022546419098143,0.017391304347826,0.0046906410542775,0.03742778196433,-0.019230769230769
2018-01-12,0.0098874872144563,0.006466784244562,-0.091290619129462,-0.11023859861069,0.016670152062856,-0.096924018831676,0.0036968576709797,0.019467213114754,0.013065024778495,0.0059230009871668,0.013618677042802,0.013390313390313,-0.0088928412627835,-0.00072639225181601,-0.013415892672859
2018-01-15,0.0075774626753694,0.01197429906542,-0.023116779593464,-0.045342446448704,-0.043249497259029,-0.045642347115052,0.038674033149171,0.0,-0.0022235398754816,-0.0006542361792607,-0.0083173384516955,-0.0019679505201012,0.0026917900403768,-0.011873031257572,0.015481171548117
2018-01-16,-0.005994043186895,-0.013275613275613,-0.052483216497904,0.0030630697125143,-0.018744061501252,-0.062607947988868,-0.015070921985816,-0.0040201005025126,0.00059426533947396,0.0016366612111293,-0.0030107526881721,0.003661971830986,-0.0038031319910514,-0.014222658165768,0.0022661722290895
2018-01-17,0.0017978201430764,0.0067271131909916,-0.19909183433806,-0.18557763061074,-0.035475352112676,-0.19212139742208,-0.0063006300630063,0.010090817356206,-0.01380846325167,-0.0088235294117648,-0.014559965487489,-0.0022452989054168,0.00067370312149116,0.0032338308457712,-0.0071942446043166
2018-01-18,-0.0056828803230268,-0.0069726902963394,-0.0006842619745846,0.0047885796891941,0.02305983998053,-0.016313441160067,0.0018115942028986,-0.001998001998002,0.0012044564890093,0.0026376524892846,-0.01346174893291,0.012658227848101,0.0076301615798922,0.00074386312918426,0.0064182194616978
2018-01-19,0.004549727392367,-0.0029256875365711,-0.029785777169128,-0.010115996762881,0.01028873888608,-0.032874354561102,0.0045207956600362,0.013013013013013,0.0039097744360903,0.0016441959881618,0.0044375416019526,0.0083333333333333,-0.015590200445434,0.00024777006937554,-0.018514708907632
2018-01-22,-0.0012352148525227,-0.00029342723004689,-0.08589626139685,-0.095196952440796,0.00057589718719684,-0.12828673115368,-0.011701170117012,0.0059288537549407,0.0023966446974236,-0.00032829940906112,0.00066269052352538,-0.0041322314049586,0.0067873303167421,0.019073569482289,0.013623978201635
2018-01-23,0.002211145673275,-0.0032286469034341,-0.046392096974325,-0.063457615347888,0.0089061222016904,-0.09056223454035,-0.0091074681238616,-0.027504911591356,0.013747758517633,0.018062397372742,0.019977924944812,0.024896265560166,0.0035955056179776,0.0014584346135149,0.014267990074442
2018-01-24,0.01002168872934,0.012367491166078,-0.017205571041793,0.0035222690828197,-0.014202071760997,-0.0054845020411393,0.010110294117647,0.024242424242424,-0.0044221698113207,-0.011290322580645,-0.0034628286981928,0.0,-0.00089565606806994,-0.0019417475728156,-0.0042813455657493
2018-01-25,0.0072195483154387,0.019197207678883,0.071132136000937,0.033344109361289,-0.024275097465887,0.069610897596252,0.0063694267515924,0.0059171597633136,-0.0057743559372224,-0.0048939641109298,-0.000651536540341,-0.011605937921727,-0.00089645898700129,-0.014591439688716,-0.0069615069615069
2018-01-26,-0.0043374379709613,-0.0068493150684932,-0.0039933444259568,-0.0050949720670391,-0.010457312314656,-0.032019390228345,-0.0081374321880651,0.0,0.011913626209978,0.011803278688525,0.009779419754428,0.0084653194975424,-0.010767160161507,-0.0017275419545903,0.017731958762887
2018-01-29,-0.0043932513751983,-0.0037356321839079,-0.060802951911122,-0.052829233300983,-0.023677764673864,-0.06009494202655,-0.0063810391978122,-0.01078431372549,0.0069168506254599,0.0038885288399223,0.0090390616593133,0.0032493907392364,0.015646258503401,0.0168108776267,0.020867098865478
2018-01-30,-0.0020023731830318,-0.002307470435535,-0.088995174445915,-0.10219628458146,0.017128167007372,-0.14508235188951,-0.008256880733945,-0.010901883052527,-0.0071616486407482,-0.0083925112976114,-0.00053321957982294,-0.012145748987854,-0.00982362134405,-0.019207391198639,-0.0031752331811867
2018-01-31,-0.0017463030393105,-0.0037583116507662,0.046125720714386,0.01141269289932,-0.0226255367094,0.039066788655078,-0.016651248843663,0.0060120240480962,-0.010599146179891,-0.013346354166667,-0.0019206145966709,-0.0027322404371585,0.0054114994363021,0.0071888943976203,0.006370694803902
2018-02-01,-0.0016749171846503,-0.0023215322112594,-0.062373974996639,-0.090075062552127,-0.028508225324028,0.02811356117687,-0.030103480714958,-0.0069721115537849,0.00029757476566002,0.0072583305839658,0.0091939277314518,0.010958904109589,-0.0026911863646557,0.0046763475264582,0.0041543026706232
2018-02-02,0.002908060547312,-0.0031995346131472,-0.12217443249701,-0.045576103952122,-0.046983740098137,-0.061174052413928,0.015518913676043,0.0060180541624875,-0.0111557340473,-0.0052407468064199,-0.014618644067797,-0.0059620596205962,0.001798965594783,-0.0022048015678588,-0.0096532702915682
2018-02-05,-0.0058736059479555,-0.01517362124307,-0.16569177438378,-0.16517954561986,0.0039497307001795,-0.14000086429178,-0.008595988538682,-0.0089730807577268,-0.018501805054152,-0.018768521567336,-0.021930767576865,-0.015539803707743,-0.013468013468013,-0.03830100662902,-0.021285060672369
2018-02-06,0.0056465485004863,-0.0041481481481482,0.13435759802514,0.12287797156591,0.015489160338946,0.24273893671904,-0.0086705202312139,0.0020120724346076,-0.042911877394636,-0.042281879194631,-0.03704110793581,-0.04320132927167,-0.033219567690558,-0.041102884860863,-0.039837398373984
2018-02-07,-0.012010560368869,-0.0068432014281463,-0.03976593389214,-0.0084710142584629,-0.014494324185202,-0.043170606787611,-0.021379980563654,-0.01004016064257,0.025620496397118,0.016117729502453,0.012669786554046,-0.0014471780028943,0.013179571663921,0.0098509052183173,0.011642675698561
2018-02-08,-0.013135114791118,-0.020671060515279,0.070821996323844,0.075044836469169,-0.0042610512425774,0.224253778648,-0.016881827209533,-0.012170385395538,0.0084309133489462,0.0024137931034483,0.045987376014427,0.031884057971014,-0.0011614401858304,0.018191405220142,0.012345679012346
2018-02-09,0.0038137370809656,0.00061180789232191,0.083136970204074,0.055550163186567,0.0409154910135,0.09055240418359,-0.02020202020202,-0.0020533880903491,-0.0080507818547764,-0.016167870657035,-0.030926724137931,-0.014325842696629,-0.023255813953488,-0.042982910409114,-0.02087639520463
2018-02-12,0.0042931499563087,0.0042800366860288,0.06597459531682,0.10129554706039,-0.017901501242035,0.07769794226223,0.017525773195876,-0.0061728395061728,-0.0051506165131886,-0.0069930069930071,-0.0081174246636273,0.0045597036192648,0.014285714285714,0.0032467532467532,0.006966434452185
2018-02-13,0.0058258303699781,0.010958904109589,-0.029960837771334,-0.039499741206652,0.024331234707063,-0.031552899733097,0.0010131712259372,0.005175983436853,-0.0034515218073423,-0.01443661971831,-0.00067264573991034,0.011631205673759,0.023474178403756,0.019687162891046,0.013417190775681
2018-02-14,0.0010154957123514,-0.0015055706112618,0.096082506148066,0.10954330597972,0.20822373718396,0.076286221170905,0.0010121457489879,0.0020597322348095,-0.0012594458438288,-0.02465166130761,0.0078528157953781,0.013740886146943,-0.00045871559633025,-0.02168738428987,-0.0095159288374017
2018-02-15,0.017245913958294,0.014776839565742,0.010452261306533,0.069477218377334,-0.021414608139328,0.0045303752850923,0.031344792719919,0.032887975334018,0.011979823455233,0.0036630036630036,0.028495102404274,-0.0096818810511757,0.0,0.063801027304677,0.012531328320802
2018-02-16,0.003619708945852,0.00059435364041614,0.0081183232167914,0.0037514191223654,0.01970398619813,-0.0079362622165806,0.007843137254902,0.0059701492537313,0.0,-0.0036496350364963,0.0057359307359308,-0.0089385474860335,0.016980266177145,-0.00076238881829736,0.0099009900990099
2018-02-19,-0.0082437803621374,-0.006831006831007,0.025855995106259,0.066861020837316,-0.032953136019845,0.046342551293488,0.021400778210117,-0.0009891196834817,0.0093457943925233,0.0032967032967033,0.0043043150758635,0.0033821871476888,0.0081227436823105,0.007884028484232,0.017156862745098
2018-02-20,-0.0074217010538816,-0.0089712918660286,-0.062872354585385,0.0010751243112485,0.025123227039533,-0.083528709663668,-0.019047619047619,-0.0079207920792079,-0.0040123456790122,0.016429353778751,-0.0043930140362155,0.0039325842696629,-0.012981199641898,-0.01665404996215,-0.016064257028112
2018-02-21,-0.0065799312098102,-0.0081472540736271,-0.047501363512408,-0.062558732715801,-0.017074307582857,-0.022802855880369,-0.0029126213592233,-0.0079840319361277,0.010845986984815,0.0017959770114943,-0.0069952647438658,-0.013710128707331,-0.0018140589569161,0.0033358994098024,-0.0022448979591837
2018-02-22,-0.0038386271262983,0.0018253726802556,-0.039068324833736,-0.059811924196859,-0.018369231537175,-0.06143722407987,-0.002921129503408,-0.0070422535211268,-0.009196811771919,-0.00035855145213344,0.00065026552508944,-0.0036879432624113,0.0034075420263517,0.0025575447570332,0.0042953569237063
2018-02-23,0.0040800906686816,0.0088065593683571,0.066031470159213,0.036504874086109,0.037349673285704,0.049547379364556,0.0166015625,0.0060790273556231,0.0091274752475248,0.0050215208034434,0.011588866024044,0.011958997722096,0.0065655422232285,0.0073979591836734,0.0063136456211813
2018-02-26,0.0076378960042139,0.0036122817579773,0.030484933384996,0.079869792895221,-0.067116750599257,0.035477858474195,0.019212295869356,0.012084592145015,-0.0018396443354286,-0.00071377587437543,0.0014989293361884,-0.0025323579065841,0.0076473234367971,-0.003291972651304,0.0064764217769682
2018-02-27,-0.0047048280497367,-0.0035992801439713,0.011881829593507,0.035726421047522,-0.048702293675302,0.012153187263361,0.0,-0.008955223880597,0.0016894486254032,0.00035714285714291,-0.0071627111396194,-0.012693935119887,0.0017857142857143,0.016260162601626,0.0094510355921978
2018-02-28,-0.0093415869442882,-0.010234798314268,-0.027086203643889,-0.035056474668416,-0.028868789493247,-0.066573454019182,-0.011310084825636,-0.015060240963855,-0.00045998160073599,0.0078543377365226,0.0038763863465059,0.0048571428571428,-0.019607843137255,-0.0225,-0.021314741035857
2018-03-01,-0.0068545027645232,-0.0076034063260341,0.021658783088991,0.062411967555491,-0.022965042102577,0.049207684019657,-0.027645376549094,-0.0091743119266055,-0.0012271820831416,-0.0010626992561106,0.004612249275984,0.0051179982940006,0.005,-0.0030690537084399,0.0014247913698351
2018-03-02,0.0041944709246902,0.0079681274900398,-0.016575507128848,0.0077260674773704,0.0059023243666755,-0.03075728544414,-0.02843137254902,-0.012345679012346,-0.01628014129934,-0.013120567375887,-0.014840913944053,-0.016973125884017,-0.0097241067390321,-0.021806054386865,-0.017276422764228
2018-03-05,0.0072527055249667,0.0039525691699606,-0.016217995737578,0.00082361610819715,-0.019918503029328,-0.046171843583588,0.0010090817356206,0.0072916666666667,-0.017330210772834,-0.019403521379806,-0.027094396878726,-0.035971223021583,0.0059374286366751,-0.016260162601626,-0.013650465356774
2018-03-06,-0.0010178692603483,0.0066626287098728,-0.046391480218161,-0.074497574497574,0.0018326540660302,-0.024989140710836,-0.011088709677419,-0.0072388831437435,-0.0038131553860819,0.0043972150971052,0.0133674947087,0.013432835820896,0.0056753688989784,0.031458277792588,0.016775005242189
2018-03-07,0.0056983282388014,0.0015042117930204,-0.075170380038293,-0.075060838637215,0.022142740129962,-0.097093739353756,-0.0020387359836901,0.0,-0.0078149920255184,0.0018241517694272,0.0015389688908431,-0.0029455081001473,-0.0024830699774267,-0.012664771258723,-0.0070117550010311
2018-03-08,-0.0053283302063789,-0.0099128867527786,-0.068712097509669,-0.0535819996863,0.0053423084114646,-0.083691298542985,-0.0091930541368744,-0.011458333333333,0.007555055457322,-0.0054624908958486,0.010317198990232,0.0073855243722305,-0.0020366598778004,-0.0028795811518325,0.0018691588785046
2018-03-09,-0.0045646597253661,0.00030339805825237,0.038870899720513,-0.0053300971392827,0.065759757685257,-0.022125085126938,0.0082474226804124,0.0021074815595364,0.0046266751754946,0.00036616623947278,-0.00065181966322653,0.012023460410557,0.0092970521541951,0.0060383302704122,0.018034825870647
